End,Name,totalRevenue,totalAssets,totalLiabilities,commonStockSharesOutstanding,GDP,Interest,Inflation,SP,Cons_Sent,Fin_Stress,Cash_On_Hand,Unemployment_Rate,Recession_probability,Corporate_Profits,Volume,st_dev,open,close,% delta,class
2021-01-31 00:00:00-04:00,NVDA,0.058611934,0.071053904,0.030397506,0.003236246,0.028065066,-0.385739032,-0.113179196,0.087553805,0.005012531,2.10424503,0.066697113,-0.088235294,-1,0.123124408,145153753.8,4.662815442,126.2901474,135.6415253,0.074046773,1
2021-05-02 00:00:00-04:00,NVDA,0.131521087,0.069639818,0.01042192,0.001612903,0.032853318,-1.32940312,0.573156417,0.082241037,0.067331671,0.567768738,0.025802752,-0.048387097,inf,0.092368624,166618600,10.39150874,137.0013219,147.8809204,0.079412362,1
2021-08-01 00:00:00-04:00,NVDA,0.149443561,0.255033121,0.455914157,3.014492754,0.021846116,-3.817313812,-0.023703672,0.056897957,-0.126168224,-0.124654963,0.007609465,-0.13559322,0.105263158,0.001502477,193467300,21.75120675,151.0033221,203.3744202,0.346820834,1
2021-10-31 00:00:00-04:00,NVDA,0.091593668,0.051280724,-0.038222019,0.002406739,0.033914512,-1.81668933,0.334000373,0.040808111,-0.065508021,-0.119828456,-0.038007781,-0.176470588,-0.571428571,-0.007293597,126049615.4,11.38445065,196.7237555,297.1551819,0.510520075,1
2022-01-30 00:00:00-04:00,NVDA,0.076024215,0.087492617,0.044018059,0.00280112,0.016072818,2.225308436,0.320530482,-0.030040568,-0.097281831,-0.419891086,-0.016508083,-0.095238095,0,0.043170155,246055069.2,30.27342856,256.1754925,242.9215393,-0.051737787,0
2022-05-01 00:00:00-04:00,NVDA,0.084390946,0.023196868,0.074935989,0,0.020532989,1.868123875,0.177029959,-0.080242212,-0.082408875,-0.689970356,-0.220466654,-0.052631579,2,0.058072562,263132566.7,24.71164703,243.4509424,186.5756226,-0.233621276,0
2022-07-31 00:00:00-04:00,NVDA,-0.191119691,-0.038396886,0.038799492,-0.004389465,0.018831434,-0.017726778,0.190360867,-0.030523642,-0.031088083,1.084462151,-0.041520201,0,-0.592592593,-0.049390295,268863753.8,14.33141337,185.2368774,189.7528076,0.024379218,1
2022-10-30 00:00:00-04:00,NVDA,-0.115304296,-0.068727574,-0.024764331,-0.004809619,0.01609594,0.698938861,0.08014407,-0.032253445,0.048128342,-0.406345566,,0,9,-0.048450002,286639707.7,26.06349593,181.688646,141.4997559,-0.221196486,0
2023-01-29 00:00:00-04:00,NVDA,0.020232676,0.017140881,-0.003030461,-0.006846557,,-0.007773642,0.007543269,0.038445263,0.098639456,0.224082421,,-0.027777778,,,219241753.8,12.29590499,137.7213657,210.9641724,0.531818766,1
2018-06-30 00:00:00-04:00,TSLA,0.173951305,0.023431484,0.050670503,0.004512518,0.015614161,0.161903286,0.138620043,-0.011103063,-0.006066734,-0.446735395,-0.125672619,-0.025,-0.222222222,0.025792936,645362307.7,1.652474841,17.08399963,20.59333229,0.205416339,1
2018-09-30 00:00:00-04:00,TSLA,0.705147426,0.048477248,0.03382944,0.006228155,0.010604734,0.019115256,-0.023339906,0.054185333,-0.002034588,2.483342744,-0.016460424,-0.025641026,0.142857143,0.007098353,745112076.9,1.830529707,24.00466728,17.46333313,-0.272502596,0
2018-12-31 00:00:00-04:00,TSLA,0.05890973,0.016300448,0.000768935,0.005973959,0.006380298,0.090647421,-0.007862085,-0.052874088,0,-0.7646296,0.036295806,0,2.25,0.008926232,645610038.5,2.604155075,20.38466644,21.17933273,0.038983532,1
2019-03-31 00:00:00-04:00,TSLA,-0.371574869,-0.027807666,-0.023562556,0.00625134,0.009309453,-0.320395051,-0.026411499,0.008177315,-0.036697248,1.466942149,-0.114288788,0.026315789,1.884615385,-0.017532876,604959230.8,1.543366717,22.51933289,18.3306675,-0.186003085,0
2019-06-30 00:00:00-04:00,TSLA,0.398370403,0.102376094,0.080743169,0.03129858,0.012342928,-0.473676175,0.009081852,0.059290702,0.042328042,0.425181463,0.028232989,-0.076923077,-0.493333333,0.024997195,840365423.1,2.206051906,18.84133339,15.53999996,-0.175217611,0
2019-09-30 00:00:00-04:00,TSLA,-0.007401575,0.028927305,0.023905833,0.004924128,0.012193754,-0.207234375,0.065028225,0.026201025,-0.047715736,-0.558080313,-0.053293437,0,0.210526316,-0.01826894,539760107.1,0.781306096,15.34733295,16.52599907,0.07679941,1
2019-12-31 00:00:00-04:00,TSLA,0.171505632,0.046165574,0.035001778,0.005555556,0.008113241,0.201320047,0.071595161,0.042229998,0.036247335,-0.29787234,0.294675905,0,0.956521739,0.050617102,675312115.4,3.879180392,15.31999969,31.87666702,1.080722432,1
2020-03-31 00:00:00-04:00,TSLA,-0.189463705,0.085720948,0.012176037,0.022099448,-0.00776264,-0.473298921,0.00114732,-0.008722703,-0.00617284,-6.964646465,0.093161158,0.055555556,36.16666667,-0.076039177,1533696231,10.00914782,29.36466789,38.20000076,0.300883119,1
2020-06-30 00:00:00-04:00,TSLA,0.008521303,0.023758389,0.008899615,0.005405405,-0.08827645,-1.422867035,-0.228725763,-0.040636545,-0.232919255,0.116215072,0.408043207,2.421052632,-0.002092676,-0.056562143,1020873577,9.577132954,34.08000183,102.9766693,2.021615721,1
2020-09-30 00:00:00-04:00,TSLA,0.453114645,0.198138193,0.05191747,4.096774194,0.087881073,2.738066762,0.054409797,0.132394626,0.021592443,-1.080504457,-0.077241253,-0.323076923,-0.999400839,0.300589008,1189873200,22.49089843,85.11266327,144.6666718,0.699707966,1
2020-12-31 00:00:00-04:00,TSLA,0.224945844,0.141318859,0.009771524,0.012658228,0.01602243,-0.32651474,-0.202209278,0.070687354,0.054161162,1.191990577,0.10929026,-0.227272727,6,-0.032118814,620870700,35.41069001,141.1166687,293.3399963,1.078705507,1
