index,Date,Name,totalRevenue,costofGoodsAndServicesSold,researchAndDevelopment,totalAssets,totalLiabilities,inventory,commonStockSharesOutstanding,GDP,Interest,Inflation,SP,Cons_Sent,Fin_Stress,Cash_On_Hand,Unemployment_Rate,Recession_probability,Corporate_Profits,,
714,6/30/2021,QCOM,8060000000,3404000000,1864000000,38769000000,30592000000,3133000000,1128000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,,
715,9/30/2021,QCOM,9336000000,3937000000,1879000000,41240000000,31290000000,3228000000,1125000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,,
716,12/31/2021,QCOM,10705000000,4303000000,1930000000,42820000000,31487000000,3861000000,1125000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,,
717,3/31/2022,QCOM,11164000000,4648000000,2034000000,44302000000,30974000000,4555000000,1122000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,,
718,6/30/2022,QCOM,10936000000,4816000000,2052000000,47020000000,30972000000,5418000000,1122000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,,
719,9/30/2022,QCOM,11395000000,4868000000,2178000000,49014000000,31001000000,6341000000,1121000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,,
720,12/31/2022,QCOM,9463000000,4044000000,2251000000,50014000000,31204000000,6932000000,1119000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,,
721,5/5/2018,BBY,9109000000,6984000000,,12082000000,8662000000,4964000000,281000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,,
722,8/4/2018,BBY,9379000000,7150000000,,11993000000,8807000000,5016000000,276000000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,,
723,11/3/2018,BBY,9590000000,7266000000,,15000000000,11988000000,8168000000,272000000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,,
724,2/2/2019,BBY,14801000000,11518000000,,12901000000,9595000000,5409000000,265703000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,,
725,5/4/2019,BBY,9142000000,6973000000,,14550000000,11196000000,5195000000,267000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,,
726,8/3/2019,BBY,9536000000,7253000000,,14978000000,11693000000,5208000000,265000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,,
727,11/2/2019,BBY,9764000000,7403000000,,16926000000,13801000000,7569000000,260000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,,
728,2/1/2020,BBY,15196000000,11961000000,,15591000000,12112000000,5174000000,256494000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,,
729,5/2/2020,BBY,8562000000,6597000000,,15605000000,12195000000,3993000000,257000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,,
730,8/1/2020,BBY,9910000000,7640000000,,17412000000,13634000000,4136000000,258000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,,
731,10/31/2020,BBY,11853000000,9058000000,,21202000000,17116000000,7459000000,258000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,,
732,1/30/2021,BBY,16937000000,13394000000,,19067000000,14480000000,5612000000,257000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,,
733,5/1/2021,BBY,11637000000,8922000000,,17705000000,13547000000,5721000000,250400000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,,
734,7/31/2021,BBY,11849000000,9039000000,,18579000000,14244000000,6417000000,247300000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,,
735,10/30/2021,BBY,11910000000,9108000000,,20102000000,15824000000,8553000000,243800000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,,
736,1/29/2022,BBY,16365000000,13052000000,,17504000000,14484000000,5965000000,227400000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,,
737,4/30/2022,BBY,10647000000,8294000000,,15251000000,12484000000,6258000000,224600000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,,
738,7/30/2022,BBY,10329000000,8042000000,,15419000000,12527000000,6043000000,225100000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,,
739,10/29/2022,BBY,10587000000,8255000000,,17021000000,14028000000,7294000000,225200000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,,
740,1/28/2023,BBY,14735000000,11795000000,,15803000000,13008000000,5140000000,218100000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,,
741,3/31/2018,FISV,1440000000,759000000,,10167000000,7196000000,,413100000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4,0.13,2202.037,,
742,6/30/2018,FISV,1420000000,739000000,,10218000000,7368000000,,408400000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,,
743,9/30/2018,FISV,1412000000,749000000,,10748000000,8087000000,,403800000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,,
744,12/31/2018,FISV,1551000000,822000000,,11262000000,8969000000,,396800000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,,
745,3/31/2019,FISV,1502000000,798000000,,11676000000,9282000000,,391700000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,,
746,6/30/2019,FISV,1448000000,785000000,,19640000000,17094000000,,392500000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,,
747,9/30/2019,FISV,2978000000,1617000000,,77864000000,44012000000,,584800000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,,
748,12/31/2019,FISV,4050000000,2109000000,,77539000000,42682000000,,680300000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,,
749,3/31/2020,FISV,4037000000,2167000000,,72598000000,39052000000,,678100000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,,
750,6/30/2020,FISV,3312000000,1920000000,,77093000000,43807000000,,670000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,,
751,9/30/2020,FISV,3669000000,1868000000,,72372000000,39683000000,,669800000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,,
752,12/31/2020,FISV,3834000000,1857000000,,74619000000,41290000000,348000000,670600000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,,
753,3/31/2021,FISV,3650000000,1907000000,,74840000000,41995000000,,668600000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,,
754,6/30/2021,FISV,3876000000,1967000000,,75776000000,42983000000,,663700000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,,
755,9/30/2021,FISV,3991000000,2051000000,,75767000000,43183000000,,661400000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,,
756,12/31/2021,FISV,4780000000,2203000000,,76249000000,44299000000,410000000,656600000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,,
757,3/31/2022,FISV,3970000000,1972000000,,75470000000,43328000000,,650800000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,,
758,6/30/2022,FISV,4274000000,2044000000,,77212000000,45242000000,,645200000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,,
759,9/30/2022,FISV,4328000000,1996000000,,75640000000,44497000000,,639600000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,,
760,12/31/2022,FISV,5165000000,1980000000,,83869000000,52181000000,,633600000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,,
761,3/31/2018,CTSH,3912000000,2401000000,,15045000000,4057000000,,586000000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4,0.13,2202.037,,
762,6/30/2018,CTSH,4006000000,2417000000,,14806000000,4158000000,,580000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,,
763,9/30/2018,CTSH,4078000000,2480000000,,15274000000,4296000000,,580000000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,,
764,12/31/2018,CTSH,4129000000,2540000000,,15846000000,4422000000,,577000000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,,
765,3/31/2019,CTSH,4110000000,2575000000,,16096000000,4960000000,,569000000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,,
766,6/30/2019,CTSH,4141000000,2629000000,,15517000000,4960000000,,552000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,,
767,9/30/2019,CTSH,4248000000,2681000000,,15844000000,5142000000,,550000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,,
768,12/31/2019,CTSH,4284000000,2749000000,,16204000000,5182000000,,548000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,,
769,3/31/2020,CTSH,4225000000,2747000000,,17429000000,6816000000,,541000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,,
770,6/30/2020,CTSH,4000000000,2615000000,,18216000000,7244000000,,542000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,,
771,9/30/2020,CTSH,4243000000,2647000000,,18787000000,7647000000,,539000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,,
772,12/31/2020,CTSH,4184000000,2662000000,,16923000000,6087000000,,530000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,,
773,3/31/2021,CTSH,4401000000,2764000000,,16660000000,5623000000,,528000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,,
774,6/30/2021,CTSH,4585000000,2863000000,,16829000000,5624000000,,525000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,,
775,9/30/2021,CTSH,4744000000,2947000000,,17232000000,5686000000,,525000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,,
776,12/31/2021,CTSH,4777000000,3030000000,,17852000000,5861000000,,525000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,,
777,3/31/2022,CTSH,4826000000,3097000000,,17434000000,5461000000,,521000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,,
778,6/30/2022,CTSH,4906000000,3119000000,,17258000000,5308000000,,518000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,,
779,9/30/2022,CTSH,4857000000,3080000000,,17347000000,5389000000,,514000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,,
780,12/31/2022,CTSH,4839000000,3152000000,,17852000000,5543000000,,509000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,,
781,3/31/2018,DISH,6880000000,196011000,6000000,,,,,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4,0.13,2202.037,,
782,6/30/2018,DISH,3459000000,183262000,6000000,29650000000,21423000000,329507000,467425000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,,
783,9/30/2018,DISH,3397000000,186878000,6000000,30137000000,21454000000,304944000,467570000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,,
784,12/31/2018,DISH,3307000000,203156000,6000000,30587000000,21533000000,290733000,467752000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,,
785,3/31/2019,DISH,3181000000,193899000,5000000,31686000000,22254000000,309251000,467953000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,,
786,6/30/2019,DISH,3205000000,238078000,6000000,32284000000,22449000000,331138000,469655000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,,
787,9/30/2019,DISH,3160000000,285801000,4000000,31771000000,21074000000,314620000,477495000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,,
788,12/31/2019,DISH,3241000000,276748000,6000000,33231000000,21115000000,322898000,503420000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,,
789,3/31/2020,DISH,3196000000,253873000,6000000,33673000000,21436000000,329386000,523152000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,,
790,6/30/2020,DISH,3170000000,199724000,5000000,33497000000,20732000000,315369000,524292000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,,
791,9/30/2020,DISH,4527000000,2489000000,6000000,36100000000,22775000000,516216000,525532000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,,
792,12/31/2020,DISH,4557000000,2589000000,7000000,38240000000,24109000000,380349000,526057000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,,
793,3/31/2021,DISH,4494000000,2538000000,7000000,38813000000,24788000000,375076000,526570000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,,
794,6/30/2021,DISH,4483000000,2536000000,7000000,39624000000,24898000000,385396000,527690000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,,
795,9/30/2021,DISH,4446000000,2567000000,7000000,41214000000,25876000000,470826000,528229000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,,
796,12/31/2021,DISH,4447000000,2545000000,8000000,48002000000,32079000000,534937000,528867000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,,
797,3/31/2022,DISH,4328000000,2483000000,10000000,49202000000,32810000000,536893000,529067000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,,
798,6/30/2022,DISH,4208000000,2329000000,12000000,49858000000,32880000000,585758000,530091000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,,
799,9/30/2022,DISH,4092000000,2382000000,12000000,49003000000,31566000000,570545000,530436000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,,
800,12/31/2022,DISH,4043000000,2365000000,11000000,52607000000,34198000000,502373000,530846000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,,
801,1/14/2022,DISH,,,,36216000000,,,,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,,
802,5/5/2018,ADI,1513000000,491038000,289381000,20776000000,10191000000,551220000,370897000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,,
803,8/4/2018,ADI,1573000000,497557000,291551000,20549000000,9692000000,563645000,371670000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,,
804,11/3/2018,ADI,1597000000,490585000,295609000,20438000000,9170000000,586760000,370160000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,,
805,2/2/2019,ADI,1541000000,501445000,287382000,21828000000,10243000000,593211000,368314000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,,
806,5/4/2019,ADI,1527000000,492510000,285846000,21776000000,10034000000,608085000,369761000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,,
807,8/3/2019,ADI,1480000000,482332000,280102000,21567000000,9776000000,638305000,369406000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,,
808,11/2/2019,ADI,1392000000,501028000,277018000,21393000000,9683000000,609886000,368302000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,,
809,2/1/2020,ADI,1304000000,455423000,257073000,21377000000,9687000000,588503000,368220000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,,
810,5/2/2020,ADI,1317000000,470386000,252413000,21351000000,9760000000,590268000,368425000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,,
811,8/1/2020,ADI,1456000000,483558000,260794000,21600000000,9822000000,612646000,369166000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,,
812,10/31/2020,ADI,1478000000,503211000,280239000,21469000000,9471000000,608260000,369485000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,,
813,1/30/2021,ADI,1558000000,513087000,288150000,21440000000,9352000000,618640000,368894000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,,
814,5/1/2021,ADI,1661000000,524770000,302238000,21588000000,9421000000,641202000,368827000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,,
815,7/31/2021,ADI,1759000000,537669000,306617000,21641000000,9377000000,657520000,368214000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,,
816,10/30/2021,ADI,2070000000,1218000000,399121000,52322000000,14330000000,1201000000,525331000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,,
817,1/29/2022,ADI,2632000000,1282000000,426780000,51216000000,13788000000,972571000,523315000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,,
818,4/30/2022,ADI,2923000000,1028000000,420901000,50801000000,13701000000,1075000000,519806000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,,
819,7/30/2022,ADI,3059000000,1067000000,431829000,50346000000,13708000000,1203000000,514342000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,,
820,10/29/2022,ADI,3196000000,1105000000,421008000,50302000000,13837000000,1400000000,509296000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,,
821,1/28/2023,ADI,3189000000,1125000000,414095000,50235000000,13703000000,1523000000,505852000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,,
822,3/31/2018,ADP,3696000000,2079000000,162500000,44066000000,40036000000,,441700000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4,0.13,2202.037,,
823,6/30/2018,ADP,3316000000,1942000000,152600000,38849000000,34113000000,,438800000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,,
824,9/30/2018,ADP,3310000000,1928000000,158000000,37417000000,32738000000,,438200000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,,
825,12/31/2018,ADP,3492000000,2000000000,156100000,38806000000,34042000000,,436200000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,,
826,3/31/2019,ADP,3828000000,2093000000,,48196000000,42950000000,,435500000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,,
827,6/30/2019,ADP,3479000000,2001000000,,41888000000,36488000000,,434200000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,,
828,9/30/2019,ADP,3496000000,2045000000,,37715000000,32354000000,,433400000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,,
829,12/31/2019,ADP,3670000000,2094000000,,49059000000,43695000000,,431800000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,,
830,3/31/2020,ADP,4048000000,2239000000,,43383000000,37893000000,,429800000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,,
831,6/30/2020,ADP,3377000000,2067000000,,39166000000,33413000000,,429900000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,,
832,9/30/2020,ADP,3471000000,2034000000,,42390000000,36581000000,,429300000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,,
833,12/31/2020,ADP,3682000000,2122000000,,49326000000,43426000000,,428100000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,,
834,3/31/2021,ADP,4088000000,2278000000,,54408000000,48734000000,,426000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,,
835,6/30/2021,ADP,3768000000,2205000000,,48773000000,43102000000,,423700000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,,
836,9/30/2021,ADP,3815000000,2223000000,,59987000000,54636000000,,422000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,,
837,12/31/2021,ADP,4007000000,2341000000,,59103000000,54053000000,,420400000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,,
838,3/31/2022,ADP,4494000000,2512000000,,72068000000,67875000000,,418200000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,,
839,6/30/2022,ADP,4183000000,2386000000,,63068000000,59843000000,,416100000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,,
840,9/30/2022,ADP,4163000000,2394000000,,46365000000,43788000000,,415200000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,,
841,12/31/2022,ADP,4322000000,2451000000,,54453000000,51466000000,,414400000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,,
842,4/30/2018,ZM,60070000,11660000,6264000,,,,,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,,
843,7/31/2018,ZM,74526000,12973000,7049000,,,,,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,,
844,10/31/2018,ZM,90121000,16843000,8893000,,,,,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,,
845,1/31/2019,ZM,105800000,19525000,10808000,,,,,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,,
846,4/30/2019,ZM,121988000,24104000,13783000,999052000,279324000,,109709000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,,
847,7/31/2019,ZM,145826000,27900000,15054000,1070000000,326127000,,271813000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,,
848,10/31/2019,ZM,166593000,30845000,17573000,1188000000,415540000,,273317000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,,
849,1/31/2020,ZM,188251000,32547000,20669000,1290000000,455902000,,276679000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,,
850,4/30/2020,ZM,328167000,103707000,26389000,2068000000,1166000000,,279891000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,,
851,7/31/2020,ZM,663520000,192271000,42734000,2625000000,1426000000,,282851000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,,
852,10/31/2020,ZM,777196000,258727000,42582000,3050000000,1550000000,,284783000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,,
853,1/31/2021,ZM,882485000,267284000,52375000,5298000000,1437000000,,287721000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,,
854,4/30/2021,ZM,956237000,264994000,65175000,5889000000,1696000000,,293795000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,,
855,7/31/2021,ZM,1021000000,261256000,82311000,6509000000,1851000000,,295713000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,,
856,10/31/2021,ZM,1051000000,270957000,98508000,6979000000,1865000000,,297375000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,,
857,1/31/2022,ZM,1071000000,257347000,116996000,7551000000,1771000000,,298397000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,,
858,4/30/2022,ZM,1074000000,261821000,144291000,7957000000,2009000000,,299147000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,,
859,7/31/2022,ZM,1099000000,273611000,172564000,8048000000,2057000000,,298553000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,,
860,10/31/2022,ZM,1102000000,270665000,195946000,7837000000,2081000000,,295537000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,,
861,1/31/2023,ZM,1118000000,294354000,261258000,8128000000,1921000000,,292944000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,,
862,5/31/2018,MU,7797000000,3074000000,603000000,41845000000,12322000000,3369000000,1160000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,,
863,8/30/2018,MU,8440000000,3289000000,567000000,43376000000,10112000000,3595000000,1161000000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,,
864,11/29/2018,MU,7889000000,3298000000,611000000,44595000000,9757000000,3876000000,1120000000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,,
865,2/28/2019,MU,5805000000,2971000000,601000000,47487000000,11958000000,4390000000,1106000000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,,
