,Date,filingDate,Name,totalRevenue,costofGoodsAndServicesSold,researchAndDevelopment,totalEquity,totalAssets,totalLiabilities,inventory,commonStockSharesOutstanding,GDP,Interest,Inflation,SP,Cons_Sent,Fin_Stress,Cash_On_Hand,Unemployment_Rate,Recession_probability,Corporate_Profits,initialPrice,finalPrice,delta,class,Liab/Rev,Asset/share
482,12/31/2022,1/24/2023,MSFT,52032000000.0,17488000000,6844000000.0,184000000000.0,365000000000.0,181000000000.0,2980000000.0,7447000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,241.4352722,247.3803864,5.945114136,1,1.2466381172584473,3.892086086867298
483,5/4/2018,6/12/2018,DELL,21356000000.0,15478000000,1087000000.0,18000000000.0,123000000000.0,105000000000.0,2933000000.0,768000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,23.55890656,23.8849411,0.326034546,1,1.5926276194686122,5.0761499012068825
484,8/3/2018,9/11/2018,DELL,22942000000.0,16819000000,1175000000.0,17000000000.0,123000000000.0,106000000000.0,3642000000.0,768000000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,26.27316666,26.44976807,0.17660141,1,1.5304698022737837,5.0761499012068825
485,11/2/2018,12/10/2018,DELL,22482000000.0,16539000000,1140000000.0,16000000000.0,121000000000.0,105000000000.0,3793000000.0,769000000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,28.28644562,28.53097343,0.244527817,1,1.5412453611055181,5.058454855319515
486,2/1/2019,3/29/2019,DELL,23841000000.0,16732000000,1202000000.0,0.0,112000000000.0,112000000000.0,3649000000.0,719000000,21013.085,0.87527495,2.387288333,2721.0,94.5,-0.3621,123508,3.9,0.73,2254.933,28.79836273,29.65215492,0.853792191,1,1.547092083615389,5.048392792400827
487,5/3/2019,6/10/2019,DELL,21908000000.0,81000000,1176000000.0,0.0,110000000000.0,110000000000.0,3360000000.0,719000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,26.59518242,26.02107811,-0.574104309,0,1.6136284988488323,5.030374287341688
488,8/2/2019,9/10/2019,DELL,23370000000.0,179000000,1229000000.0,5000000000.0,116000000000.0,111000000000.0,3135000000.0,724000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,27.22326088,26.57064629,-0.652614594,0,1.5580770528167025,5.076554077857958
489,11/1/2019,12/9/2019,DELL,22844000000.0,215000000,1262000000.0,5000000000.0,117000000000.0,112000000000.0,3257000000.0,729000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,23.38118935,23.41062927,0.029439926,1,1.5898103704935853,5.078255482017389
490,1/31/2020,3/27/2020,DELL,24032000000.0,107000000,-1213000000.0,4000000000.0,119000000000.0,115000000000.0,3281000000.0,743000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,19.01408195,19.52930069,0.515218735,1,1.565545852791265,5.076182727360782
491,5/1/2020,6/8/2020,DELL,20078000000.0,159000000,1265000000.0,3000000000.0,120000000000.0,117000000000.0,3616000000.0,740000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13.0,33.35,2078.07,25.34883881,24.23498344,-1.113855362,0,1.762549246557259,5.088596835799301
492,7/31/2020,9/4/2020,DELL,20853000000.0,174000000,1259000000.0,5000000000.0,121000000000.0,116000000000.0,3602000000.0,745000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,31.72285271,31.47750664,-0.245346069,0,1.7160923682901217,5.090161606306757
493,10/30/2020,12/7/2020,DELL,21589000000.0,102000000,1360000000.0,7000000000.0,119000000000.0,112000000000.0,3393000000.0,749000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,34.53447723,35.09877014,0.564292908,1,1.6463149455443975,5.068139788747035
494,1/29/2021,3/26/2021,DELL,24150000000.0,143000000,-1429000000.0,8000000000.0,123000000000.0,115000000000.0,3403000000.0,753000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0.0,2937.989,43.66614914,43.28340912,-0.382740021,0,1.5606477482846683,5.095874406274173
495,4/30/2021,6/7/2021,DELL,22590000000.0,163000000,619000000.0,9000000000.0,122000000000.0,113000000000.0,3828000000.0,764000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,50.46214676,51.01171112,0.549564362,1,1.6098804882829596,5.073208534709528
496,7/30/2021,9/3/2021,DELL,24191000000.0,142000000,697000000.0,10000000000.0,123000000000.0,113000000000.0,4223000000.0,765000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,47.66524124,47.11076355,-0.554477692,0,1.5414071554665065,5.080063800369482
497,10/29/2021,12/3/2021,DELL,26424000000.0,162000000,650000000.0,15000000000.0,136000000000.0,121000000000.0,5442000000.0,767000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,56.61585999,56.87725449,0.261394501,1,1.5215178574853105,5.177923363280344
498,1/28/2022,3/24/2022,DELL,27992000000.0,116000000,611000000.0,-1580000000.0,92735000000.0,94315000000.0,5898000000.0,757000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,51.80428314,52.56910324,0.764820099,1,1.2147214886873452,4.808137988805063
499,4/29/2022,6/6/2022,DELL,26116000000.0,204000000,681000000.0,-2355000000.0,88406000000.0,90761000000.0,6277000000.0,747000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,48.78425217,49.06697464,0.282722473,1,1.2456815247245707,4.773629934473567
500,7/29/2022,9/1/2022,DELL,26425000000.0,164000000,626000000.0,-2755000000.0,88775000000.0,91530000000.0,5883000000.0,734000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,36.98971558,36.63602829,-0.353687286,0,1.2423562557272434,4.795351329320682
501,10/28/2022,12/5/2022,DELL,24721000000.0,164000000,677000000.0,-3368000000.0,85172000000.0,88540000000.0,6172000000.0,718000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,42.72367477,41.58292007,-1.1407547,0,1.2758013425071228,4.775958450990371
502,2/3/2023,3/30/2023,DELL,25039000000.0,195000000,795000000.0,-3025000000.0,89611000000.0,92636000000.0,4776000000.0,716000000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,39.86000061,40.97000122,1.11000061,1,1.308243225636755,4.829553192060802
503,3/31/2018,4/27/2018,AMZN,50712000000.0,30735000000,6759000000.0,31101000000.0,126000000000.0,94899000000.0,13840000000.0,485000000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4.0,0.13,2202.037,78.6309967,78.3065033,-0.324493408,0,0.6266505991395936,5.559888294869148
504,6/30/2018,7/27/2018,AMZN,52543000000.0,30632000000,7247000000.0,34895000000.0,134000000000.0,99105000000.0,14824000000.0,487000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,90.8635025,88.96099854,-1.902503967,0,0.6345480120960266,5.617330955825832
505,9/30/2018,10/26/2018,AMZN,56218000000.0,33003000000,7162000000.0,39000000000.0,144000000000.0,105000000000.0,15862000000.0,489000000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,82.14050293,76.94400024,-5.196502686,0,0.6247233598114779,5.685206089058266
506,12/31/2018,2/1/2019,AMZN,72383000000.0,44786000000,7669000000.0,44000000000.0,163000000000.0,119000000000.0,17174000000.0,491000000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,81.31150055,81.66549683,0.353996277,1,0.49715202819114457,5.805061352050207
507,3/31/2019,4/26/2019,AMZN,59339000000.0,33920000000,7927000000.0,48000000000.0,178000000000.0,130000000000.0,16432000000.0,492000000,21013.085,0.87527495,2.387288333,2721.0,94.5,-0.3621,123508,3.9,0.73,2254.933,97.53150177,96.92150116,-0.61000061,0,0.7842676877484467,5.891060112820116
508,6/30/2019,7/26/2019,AMZN,63021000000.0,36337000000,9065000000.0,53000000000.0,191000000000.0,138000000000.0,18580000000.0,494000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,97.15249634,95.62249756,-1.529998779,0,0.7837856809521822,5.957493189806289
509,9/30/2019,10/25/2019,AMZN,69585000000.0,41302000000,9200000000.0,56000000000.0,199000000000.0,143000000000.0,18766000000.0,495000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,88.0664978,88.85399628,0.787498474,1,0.7202956034708179,5.996502341087687
510,12/31/2019,1/31/2020,AMZN,87437000000.0,53977000000,9740000000.0,62000000000.0,225000000000.0,163000000000.0,20497000000.0,498000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,100.435997,100.2099991,-0.225997925,0,0.622831666552597,6.113255604127238
511,3/31/2020,5/1/2020,AMZN,75050000000.0,44257000000,9325000000.0,65000000000.0,221000000000.0,156000000000.0,18857000000.0,499000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,114.302002,115.7994995,1.497497559,1,0.7317014490921814,6.093311884651086
512,6/30/2020,7/31/2020,AMZN,88509000000.0,52660000000,10388000000.0,73000000000.0,258000000000.0,185000000000.0,19599000000.0,501000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13.0,33.35,2078.07,158.2339935,155.5944977,-2.63949585,0,0.7372515831996074,6.244108762857262
513,9/30/2020,10/30/2020,AMZN,95717000000.0,57106000000,10976000000.0,83000000000.0,282000000000.0,199000000000.0,23735000000.0,502000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,151.8074951,150.223999,-1.583496094,0,0.7319089037780759,6.331062230143415
514,12/31/2020,2/3/2021,AMZN,126000000000.0,79284000000,12049000000.0,93000000000.0,321000000000.0,228000000000.0,23795000000.0,503000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,165.6264954,167.6074982,1.981002808,1,0.5930637222661207,6.458606232082818
515,3/31/2021,4/30/2021,AMZN,108000000000.0,62403000000,12488000000.0,103000000000.0,323000000000.0,220000000000.0,23849000000.0,504000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0.0,2937.989,173.3710022,169.3244934,-4.046508789,0,0.7114963192099601,6.46283133417553
516,6/30/2021,7/30/2021,AMZN,113000000000.0,64176000000,13871000000.0,114000000000.0,360000000000.0,246000000000.0,24119000000.0,506000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,166.3795013,166.5740051,0.194503784,1,0.7779437170167702,6.567322641154827
517,9/30/2021,10/29/2021,AMZN,110000000000.0,62930000000,14380000000.0,120000000000.0,382000000000.0,262000000000.0,30933000000.0,507000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,168.6215057,165.9055023,-2.716003418,0,0.8678641380450165,6.6246648839595705
518,12/31/2021,2/4/2022,AMZN,137000000000.0,82835000000,15313000000.0,139000000000.0,421000000000.0,282000000000.0,32640000000.0,509000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,157.6394958,157.9355011,0.296005249,1,0.7219261453121163,6.717940096134661
519,3/31/2022,4/29/2022,AMZN,116000000000.0,66499000000,14842000000.0,134000000000.0,411000000000.0,277000000000.0,34987000000.0,509000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,124.2815018,124.5,0.21849823,1,0.8704273148788079,6.693900476976754
520,6/30/2022,7/29/2022,AMZN,121000000000.0,66424000000,18072000000.0,132000000000.0,420000000000.0,288000000000.0,38153000000.0,10183000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,134.9499969,135.3899994,0.440002441,1,0.8671699344315659,3.7195350481060525
521,9/30/2022,10/28/2022,AMZN,126000000000.0,70268000000,19485000000.0,137000000000.0,428000000000.0,291000000000.0,36647000000.0,10198000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,103.4100037,102.4400024,-0.970001221,0,0.8370413604262,3.736931572899627
522,12/31/2022,2/3/2023,AMZN,148000000000.0,85640000000,20814000000.0,146000000000.0,463000000000.0,317000000000.0,34405000000.0,10242000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,103.3899994,102.1800003,-1.209999084,0,0.7616895001636387,3.81123014103918
523,6/30/2018,7/24/2018,GOOG,32657000000.0,13883000000,5114000000.0,162390000000.0,212000000000.0,49610000000.0,698000000.0,695946000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,62.40399933,63.41650009,1.012500763,1,0.41813319861025333,5.719069482656769
524,9/30/2018,10/26/2018,GOOG,33740000000.0,14281000000,5232000000.0,170302000000.0,222000000000.0,51698000000.0,1212000000.0,695957000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,53.57350159,51.00400162,-2.569499969,0,0.42673501920110324,5.765144784157295
525,12/31/2018,2/5/2019,GOOG,39276000000.0,17918000000,6034000000.0,177836000000.0,233000000000.0,55164000000.0,1107000000.0,695556000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,57.29949951,54.9355011,-2.363998413,0,0.3396969210189914,5.814082206776833
526,3/31/2019,4/30/2019,GOOG,36339000000.0,16012000000,6029000000.0,183123000000.0,245000000000.0,61877000000.0,1053000000.0,694782000,21013.085,0.87527495,2.387288333,2721.0,94.5,-0.3621,123508,3.9,0.73,2254.933,59.42399979,58.13050079,-1.293498993,0,0.5322569986382975,5.865415362251425
527,6/30/2019,7/26/2019,GOOG,39045000000.0,17296000000,6213000000.0,192091000000.0,257000000000.0,64909000000.0,964000000.0,694050000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,62.52050018,61.97050095,-0.549999237,0,0.5082714618698384,5.9142873598439625
528,9/30/2019,10/29/2019,GOOG,40503000000.0,17568000000,6554000000.0,194925000000.0,263000000000.0,68075000000.0,1401000000.0,690906000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,63.13100052,63.00550079,-0.125499725,0,0.5192339929417091,5.941905531410448
529,12/31/2019,2/4/2020,GOOG,45569000000.0,21020000000,7222000000.0,201533000000.0,276000000000.0,74467000000.0,999000000.0,688335000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,72.35350037,73.81150055,1.458000183,1,0.49112841335725566,5.993880506576216
530,3/31/2020,4/29/2020,GOOG,41159000000.0,18982000000,6820000000.0,203256000000.0,273000000000.0,69744000000.0,889000000.0,683972000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,67.0739975,66.03050232,-1.043495178,0,0.5273887802260981,5.98931009293741
531,6/30/2020,7/31/2020,GOOG,38297000000.0,18553000000,6875000000.0,206830000000.0,278000000000.0,71170000000.0,815000000.0,681215000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13.0,33.35,2078.07,74.14800262,73.72250366,-0.425498962,0,0.619699817002462,6.01149842413447
532,9/30/2020,10/30/2020,GOOG,46130000000.0,21117000000,6856000000.0,212677000000.0,299000000000.0,86323000000.0,835000000.0,677724000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,81.05049896,81.30149841,0.250999451,1,0.6266325770570497,6.089458726986691
533,12/31/2020,2/3/2021,GOOG,56118000000.0,26080000000,7022000000.0,222928000000.0,320000000000.0,97072000000.0,728000000.0,675222000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,103.5035019,104.9000015,1.396499634,1,0.5479963544479798,6.161034748999358
534,3/31/2021,4/28/2021,GOOG,55314000000.0,24103000000,7485000000.0,229918000000.0,327000000000.0,97082000000.0,888000000.0,671094000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0.0,2937.989,118.9954987,120.5059967,1.510498047,1,0.562529941092039,6.188806233198533
535,6/30/2021,7/28/2021,GOOG,61880000000.0,26227000000,7675000000.0,237178000000.0,335000000000.0,97822000000.0,907000000.0,667637000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,136.3815002,135.220993,-1.160507202,0,0.45795247490741475,6.218141198068647
536,9/30/2021,10/27/2021,GOOG,64928000000.0,27621000000,7694000000.0,244000000000.0,347000000000.0,103000000000.0,1278000000.0,664682000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,146.4275055,148.2704926,1.842987061,1,0.46145002437279464,6.2577713280953065
537,12/31/2021,2/2/2022,GOOG,75140000000.0,32988000000,8708000000.0,251000000000.0,359000000000.0,108000000000.0,1170000000.0,662121000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,148.036499,143.0160065,-5.020492554,0,0.362778186803582,6.295629348705166
538,3/31/2022,4/27/2022,GOOG,68059000000.0,29599000000,9119000000.0,254000000000.0,357000000000.0,103000000000.0,1369000000.0,658763000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,115.0205002,114.9664993,-0.054000854,0,0.41435401248116177,6.295127226681724
539,6/30/2022,7/27/2022,GOOG,69743000000.0,30104000000,9841000000.0,255234000000.0,355000000000.0,99766000000.0,1980000000.0,13078000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,113.5999985,116.6399994,3.040000916,1,0.35801038643832545,3.301186360428895
540,9/30/2022,10/26/2022,GOOG,69420000000.0,31158000000,10273000000.0,253000000000.0,358000000000.0,105000000000.0,3156000000.0,12971000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,94.81999969,96.58000183,1.760002136,1,0.41378533945359747,3.3178168901137846
541,12/31/2022,2/3/2023,GOOG,74291000000.0,35342000000,10267000000.0,256000000000.0,365000000000.0,109000000000.0,2670000000.0,12849000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,105.2200012,103.4700012,-1.75,0,0.3833580682918055,3.3466313661813945
542,3/31/2018,5/2/2018,AAPL,61137000000.0,37715000000,3378000000.0,127000000000.0,368000000000.0,241000000000.0,7662000000.0,4943000000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4.0,0.13,2202.037,42.08198929,43.81225586,1.730266571,1,1.3716796858631586,4.31011050391063
543,6/30/2018,8/1/2018,AAPL,53265000000.0,32844000000,3701000000.0,115000000000.0,349000000000.0,234000000000.0,5936000000.0,4843000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,48.20874023,49.76146317,1.552722931,1,1.4800416602622328,4.277537558785433
544,12/31/2022,2/3/2023,AAPL,116000000000.0,66822000000,7709000000.0,57000000000.0,347000000000.0,290000000000.0,6820000000.0,15842000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,154.2644653,151.4986877,-2.765777588,0,0.9162907318741551,3.086660139121659
545,9/30/2020,10/27/2020,VZ,31543000000.0,12334000000,,53000000000.0,297000000000.0,244000000000.0,1457000000.0,4140000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,50.40355301,49.8589325,-0.544620514,0,2.0458165310304013,4.27303635089881
546,12/31/2020,2/25/2021,VZ,34692000000.0,14822000000,,34000000000.0,316000000000.0,282000000000.0,1796000000.0,4143000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,50.16186142,49.14974594,-1.012115479,0,2.095397958129053,4.334322050524179
547,3/31/2021,4/27/2021,VZ,32867000000.0,13522000000,,60000000000.0,346000000000.0,286000000000.0,1303000000.0,4141000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0.0,2937.989,50.54000092,51.43737793,0.897377014,1,2.163522695954983,4.425501470457098
548,6/30/2021,7/28/2021,VZ,33764000000.0,14255000000,,35000000000.0,349000000000.0,314000000000.0,1421000000.0,4141000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,50.56330109,50.61774445,0.054443359,1,2.2299978398070346,4.434134617600086
549,9/30/2021,10/26/2021,VZ,32915000000.0,13528000000,,40000000000.0,353000000000.0,313000000000.0,2303000000.0,4142000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,48.73965836,48.48255539,-0.257102966,0,2.252274709601703,4.4452892939254
550,12/31/2021,2/11/2022,VZ,34067000000.0,14996000000,,42000000000.0,367000000000.0,325000000000.0,3055000000.0,4169000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,49.54991531,49.5034523,-0.046463013,0,2.2554960085178086,4.4776856491964825
551,3/31/2022,4/27/2022,VZ,33554000000.0,14350000000,,70000000000.0,366000000000.0,296000000000.0,3659000000.0,4201000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,45.58190155,43.55018616,-2.031715393,0,2.1772033729338043,4.467310741186198
552,6/30/2022,7/28/2022,VZ,33789000000.0,14420000000,,71000000000.0,370000000000.0,299000000000.0,3646000000.0,4201000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,43.38376236,44.05999374,0.676231384,1,2.1803082676349472,4.47818041343489
553,9/30/2022,10/25/2022,VZ,34241000000.0,14601000000,,72000000000.0,375000000000.0,303000000000.0,3133000000.0,4202000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,35.28224182,35.04011917,-0.24212265,0,2.180309049075896,4.491365423598375
554,12/31/2022,2/10/2023,VZ,35251000000.0,15762000000,,52000000000.0,380000000000.0,328000000000.0,2388000000.0,4205000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,39.35862732,39.66358185,0.304954529,1,2.2305197107478776,4.503896959306046
555,6/30/2019,8/5/2019,T,44957000000.0,20512000000,,202000000000.0,547000000000.0,345000000000.0,,7323000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,18.70600319,19.02438354,0.318380356,1,2.037837939700704,4.313428722278533
556,9/30/2019,11/5/2019,T,44588000000.0,20154000000,,243000000000.0,549000000000.0,306000000000.0,,7327000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,22.27999496,22.42219543,0.14220047,1,1.9261203373884417,4.316532286345675
557,12/31/2019,2/20/2020,T,46821000000.0,22736000000,,184000000000.0,552000000000.0,368000000000.0,2864000000.0,7313000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,22.35234833,22.02815056,-0.324197769,0,2.061751117897918,4.32389445994147
558,3/31/2020,5/6/2020,T,42779000000.0,19281000000,,186000000000.0,545000000000.0,359000000000.0,,7187000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,17.05771446,17.65019989,0.592485428,1,2.1272750605528943,4.328511956154296
559,6/30/2020,8/5/2020,T,40950000000.0,17983000000,,184000000000.0,548000000000.0,364000000000.0,,7145000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13.0,33.35,2078.07,18.09473801,18.19779587,0.103057861,1,2.1848020573501623,4.339862475530601
560,9/30/2020,11/5/2020,T,42340000000.0,19839000000,,186000000000.0,539000000000.0,353000000000.0,13948000000.0,7147000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,17.08468056,17.57529449,0.490613937,1,2.120735791190147,4.323022882670766
561,12/31/2020,2/25/2021,T,16981000000.0,22910000000,,156000000000.0,526000000000.0,370000000000.0,3592000000.0,7148000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,18.19915199,17.85589027,-0.343261719,0,3.081407933704268,4.298468615474368
562,3/31/2021,5/6/2021,T,35877000000.0,21087000000,,175000000000.0,547000000000.0,372000000000.0,3347000000.0,7161000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0.0,2937.989,21.07099915,21.21403122,0.143032074,1,2.3387974326415115,4.335799166373796
563,6/30/2021,8/5/2021,T,35740000000.0,21099000000,,150000000000.0,545000000000.0,395000000000.0,2810000000.0,7168000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,18.60770607,18.54776764,-0.059938431,0,2.4026152552260425,4.331159118971826
564,9/30/2021,11/4/2021,T,31326000000.0,17826000000,,151000000000.0,547000000000.0,396000000000.0,3088000000.0,7171000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,16.94364929,16.99830437,0.054655075,1,2.5369657872595255,4.334403687497832
565,12/31/2021,2/16/2022,T,31095000000.0,19795000000,,140000000000.0,552000000000.0,412000000000.0,3464000000.0,7171000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,16.79905319,16.74993324,-0.049119949,0,2.583976314470858,4.343502931432744
566,3/31/2022,5/3/2022,T,29712000000.0,17557000000,,157000000000.0,577000000000.0,420000000000.0,3153000000.0,7184000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,18.21785545,18.80218506,0.584329605,1,2.648703706924207,4.385985935537595
567,6/30/2022,8/4/2022,T,29643000000.0,12341000000,,109000000000.0,426000000000.0,317000000000.0,3241000000.0,7169000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,17.44818497,17.19033051,-0.257854462,0,2.3696757643115185,4.084673171394879
568,9/30/2022,11/3/2022,T,30043000000.0,12201000000,,114000000000.0,426000000000.0,312000000000.0,3935000000.0,7153000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,17.66088867,17.8455658,0.184677124,1,2.340373499154452,4.086907497183899
569,12/31/2022,2/13/2023,T,31343000000.0,13571000000,,65000000000.0,403000000000.0,338000000000.0,3123000000.0,7157000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,18.99067116,18.98081017,-0.009860992,0,2.378054938591294,4.030845663156848
570,4/30/2018,6/5/2018,HPQ,14003000000.0,11935000000,356000000.0,-1863000000.0,32087000000.0,33950000000.0,5557000000.0,1611000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,20.05033302,20.16163635,0.111303329,1,0.8856172614367794,2.9915958593762992
