,Date,filingDate,Name,totalRevenue,costofGoodsAndServicesSold,researchAndDevelopment,totalEquity,totalAssets,totalLiabilities,inventory,commonStockSharesOutstanding,GDP,Interest,Inflation,SP,Cons_Sent,Fin_Stress,Cash_On_Hand,Unemployment_Rate,Recession_probability,Corporate_Profits,initialPrice,finalPrice,delta,class,Liab/Rev,Asset/share
0,4/29/2018,5/22/2018,NVDA,3207000000.0,1139000000,542000000.0,7717000000.0,11460000000.0,3743000000.0,797000000.0,606000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,60.0899353,61.36335373,1.273418427,1,0.15455150862751776,2.9397380042465366
1,7/29/2018,8/16/2018,NVDA,3123000000.0,1148000000,581000000.0,8795000000.0,12882000000.0,4087000000.0,1090000000.0,607000000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,63.77882004,61.40050125,-2.378318787,0,0.26901712656062127,3.055057475961171
2,10/28/2018,11/15/2018,NVDA,3181000000.0,1260000000,605000000.0,9475000000.0,13657000000.0,4182000000.0,1417000000.0,609000000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,50.16804123,35.86795044,-14.30009079,0,0.2735939882772158,3.110189222132546
3,1/27/2019,2/21/2019,NVDA,2205000000.0,998000000,647000000.0,9342000000.0,13292000000.0,3950000000.0,1575000000.0,606000000,21013.085,0.87527495,2.387288333,2721.0,94.5,-0.3621,123508,3.9,0.73,2254.933,38.65058899,39.37512207,0.724533081,1,0.5829880700395376,3.0880376434352637
4,4/28/2019,5/16/2019,NVDA,2220000000.0,924000000,674000000.0,9704000000.0,14021000000.0,4317000000.0,1426000000.0,607000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,39.78827667,37.69193268,-2.096343994,0,0.6650535208976306,3.1397826937707554
5,7/28/2019,8/15/2019,NVDA,2579000000.0,1038000000,704000000.0,10336000000.0,14775000000.0,4439000000.0,1204000000.0,609000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,36.99393463,42.46705627,5.473121643,1,0.5430273988195524,3.1888735744060264
6,10/27/2019,11/14/2019,NVDA,3014000000.0,1098000000,712000000.0,11214000000.0,15810000000.0,4596000000.0,1047000000.0,610000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,52.21913147,52.83892059,0.619789124,1,0.42191825961902013,3.254938973156338
7,1/26/2020,2/20/2020,NVDA,3105000000.0,1090000000,738000000.0,12204000000.0,17315000000.0,5111000000.0,979000000.0,612000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,76.89565277,68.07270813,-8.822944641,0,0.4983813641561299,3.342596174319576
8,4/26/2020,5/21/2020,NVDA,3080000000.0,1076000000,735000000.0,13099000000.0,23254000000.0,10155000000.0,1128000000.0,614000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13.0,33.35,2078.07,87.48715973,86.91390228,-0.573257446,0,1.1930365980232314,3.6342375110977523
9,7/26/2020,8/19/2020,NVDA,3866000000.0,1591000000,997000000.0,13914000000.0,25180000000.0,11266000000.0,1401000000.0,616000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,121.0731964,126.5091934,5.435997009,1,1.0695689597973363,3.7105583441474237
10,10/25/2020,11/18/2020,NVDA,4726000000.0,1766000000,1047000000.0,15334000000.0,26881000000.0,11547000000.0,1495000000.0,618000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,133.9826202,130.5803833,-3.402236938,0,0.8933464842526341,3.7726865387753534
11,1/31/2021,2/26/2021,NVDA,5003000000.0,1847000000,1146000000.0,16893000000.0,28791000000.0,11898000000.0,1826000000.0,620000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0.0,2937.989,136.8740845,138.144043,1.269958496,1,0.8663325861998039,3.838098639156294
12,5/2/2021,5/26/2021,NVDA,5661000000.0,2032000000,1153000000.0,18774000000.0,30796000000.0,12022000000.0,1992000000.0,621000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,156.7439117,162.1800537,5.436141968,1,0.753137749642717,3.903809008532327
13,8/1/2021,8/20/2021,NVDA,6507000000.0,2292000000,1245000000.0,21147000000.0,38650000000.0,17503000000.0,2114000000.0,2493000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,207.8680878,219.2720947,11.40400696,1,0.9894937742738551,2.741059970702877
14,10/31/2021,11/22/2021,NVDA,7103000000.0,2472000000,1403000000.0,23798000000.0,40632000000.0,16834000000.0,2233000000.0,2499000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,319.1681519,326.339325,7.171173096,1,0.8628834209484768,2.788665281554575
15,1/30/2022,3/18/2022,NVDA,7643000000.0,2644000000,1466000000.0,26612000000.0,44187000000.0,17575000000.0,2605000000.0,2506000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,264.2829895,267.0903931,2.807403564,1,0.8326872413646871,2.8697427715260218
16,5/1/2022,5/27/2022,NVDA,8288000000.0,2857000000,1618000000.0,26320000000.0,45212000000.0,18892000000.0,3163000000.0,2506000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,187.9343567,186.5456696,-1.388687134,0,0.8239298663236458,2.892674681907691
17,7/31/2022,8/31/2022,NVDA,6704000000.0,570000000,1824000000.0,23851000000.0,43476000000.0,19625000000.0,3889000000.0,2495000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,150.8309479,136.3714142,-14.45953369,0,1.074099900519671,2.8579203324399556
18,10/30/2022,11/18/2022,NVDA,5931000000.0,2754000000,1945000000.0,21349000000.0,40488000000.0,19139000000.0,4454000000.0,2483000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,154.0244293,153.1048126,-0.919616699,0,1.171535305229651,2.791538127189393
19,1/29/2023,2/24/2023,NVDA,6051000000.0,2218000000,1952000000.0,22101000000.0,41182000000.0,19081000000.0,5159000000.0,2466000000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,232.8204651,234.9700928,2.149627686,1,1.1484695277549886,2.8154038631234926
20,3/31/2018,5/7/2018,TSLA,3409000000.0,2485000000,367096000.0,5720000000.0,27271000000.0,21551000000.0,2566000000.0,169750000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4.0,0.13,2202.037,20.18466759,20.45666695,0.271999359,1,1.8440032260497143,5.079252379073189
21,6/30/2018,8/6/2018,TSLA,4002000000.0,2860000000,386129000.0,5267000000.0,27910000000.0,22643000000.0,3325000000.0,170516000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,22.79933357,24.68933296,1.88999939,1,1.7330565171439598,5.097911192596985
22,9/30/2018,11/2/2018,TSLA,6824000000.0,-5313000000,351000000.0,5854000000.0,29263000000.0,23409000000.0,3314000000.0,171578000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,23.09399986,22.76000023,-0.333999634,0,1.2326747537486884,5.139041224702893
23,12/31/2018,2/19/2019,TSLA,7226000000.0,25289000,356000000.0,6313000000.0,29740000000.0,23427000000.0,3113000000.0,172603000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,20.37599945,19.41533279,-0.960666656,0,1.1762035706669096,5.149254060396016
24,3/31/2019,4/29/2019,TSLA,4541000000.0,80843000,340000000.0,6038000000.0,28913000000.0,22875000000.0,3837000000.0,173682000,21013.085,0.87527495,2.387288333,2721.0,94.5,-0.3621,123508,3.9,0.73,2254.933,16.09799957,15.600667,-0.497332573,0,1.6168973590548639,5.114820559017401
25,6/30/2019,7/29/2019,TSLA,6350000000.0,34829000,324000000.0,7151000000.0,31873000000.0,24722000000.0,3382000000.0,179118000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,15.71800041,16.10733223,0.389331818,1,1.3592387224437266,5.181469729145268
26,9/30/2019,10/29/2019,TSLA,6303000000.0,51328000,334000000.0,7482000000.0,32795000000.0,25313000000.0,3581000000.0,180000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,21.08133316,20.99466705,-0.086666107,0,1.3902923873514779,5.205074492593686
27,12/31/2019,2/13/2020,TSLA,7384000000.0,26000000,345000000.0,8110000000.0,34309000000.0,26199000000.0,3552000000.0,181000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,53.59999847,57.2266655,3.626667023,1,1.2664057448774744,5.244665958204471
28,3/31/2020,4/30/2020,TSLA,5985000000.0,45000000,324000000.0,10732000000.0,37250000000.0,26518000000.0,4494000000.0,185000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,52.12533188,50.74599838,-1.379333496,0,1.4885674085741736,5.305051398970991
29,6/30/2020,7/28/2020,TSLA,6036000000.0,43000000,279000000.0,11381000000.0,38135000000.0,26754000000.0,4018000000.0,186000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13.0,33.35,2078.07,98.43267059,99.16600037,0.733329773,1,1.4889424540579468,5.323141100785492
30,9/30/2020,10/26/2020,TSLA,8771000000.0,41000000,366000000.0,17548000000.0,45691000000.0,28143000000.0,4218000000.0,948000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,140.093338,135.3399963,-4.753341675,0,1.1658478308226385,3.8753021186077654
31,12/31/2020,2/8/2021,TSLA,10744000000.0,149000000,522000000.0,23730000000.0,52148000000.0,28418000000.0,4101000000.0,960000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,287.8066711,268.2733459,-19.5333252,0,0.9726752879856572,3.994907824259424
32,3/31/2021,4/28/2021,TSLA,10389000000.0,75000000,666000000.0,24465000000.0,52972000000.0,28507000000.0,4132000000.0,963000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0.0,2937.989,231.4666595,236.4799957,5.013336182,1,1.0094021171915686,4.00746533922702
33,6/30/2021,7/27/2021,TSLA,11958000000.0,36000000,576000000.0,26250000000.0,55146000000.0,28896000000.0,4733000000.0,984000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,214.9266663,225.7833405,10.85667419,1,0.8823026669390682,4.0261135955904885
34,9/30/2021,10/25/2021,TSLA,13757000000.0,35000000,611000000.0,28494000000.0,57834000000.0,29340000000.0,5199000000.0,1004000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,341.6199951,345.9533386,4.333343506,1,0.7574039871759567,4.053584816805997
35,12/31/2021,2/7/2022,TSLA,17719000000.0,149000000,740000000.0,31583000000.0,62131000000.0,30548000000.0,5757000000.0,1033000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,302.4466553,310.6666565,8.220001221,1,0.5446617069386563,4.0967778691613805
36,3/31/2022,4/25/2022,TSLA,18756000000.0,197000000,865000000.0,35406000000.0,66038000000.0,30632000000.0,6691000000.0,1036000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,332.6733398,293.8366699,-38.83666992,0,0.4905315130876378,4.154863190029212
37,6/30/2022,7/25/2022,TSLA,16934000000.0,82000000,667000000.0,37658000000.0,68513000000.0,30855000000.0,8108000000.0,1041000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,268.4333191,274.8200073,6.386688232,1,0.5999753764996633,4.186841718577251
38,9/30/2022,10/24/2022,TSLA,21454000000.0,97000000,733000000.0,41124000000.0,74426000000.0,33302000000.0,10327000000.0,3158000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,211.25,224.6399994,13.38999939,1,0.43970634679479104,3.159866427249538
39,12/31/2022,1/31/2023,TSLA,24318000000.0,143000000,810000000.0,45898000000.0,82338000000.0,36440000000.0,12839000000.0,3164000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,173.2200012,188.2700043,15.05000305,1,0.40445025531923245,3.258995676751998
40,3/31/2019,4/25/2019,META,15077000000.0,2816000000,2860000000.0,86039000000.0,109000000000.0,22961000000.0,,2856000000,21013.085,0.87527495,2.387288333,2721.0,94.5,-0.3621,123508,3.9,0.73,2254.933,193.2599945,194.7799988,1.520004272,1,0.42062672044408317,3.6419258378450166
41,6/30/2019,7/25/2019,META,16883000000.0,3307000000,3315000000.0,88756000000.0,117000000000.0,28244000000.0,,2855000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,200.7100067,195.9400024,-4.770004272,0,0.5145738471917588,3.7131020916491844
42,9/30/2019,10/31/2019,META,17648000000.0,3155000000,3548000000.0,93581000000.0,124000000000.0,30419000000.0,,2854000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,191.6499939,194.7200012,3.070007324,1,0.5444449505199651,3.7715600465082955
43,12/31/2019,1/30/2020,META,20966000000.0,3491000000,3878000000.0,100678000000.0,133000000000.0,32322000000.0,,2851000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,209.5299988,204.1900024,-5.339996338,0,0.43284603499829216,3.842679318269715
44,3/31/2020,4/30/2020,META,17734000000.0,3459000000,4015000000.0,104933000000.0,138000000000.0,33067000000.0,,2851000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,204.7100067,205.2599945,0.549987793,1,0.6230521052623387,3.8795838752719596
45,6/30/2020,7/31/2020,META,18683000000.0,3829000000,4462000000.0,110756000000.0,140000000000.0,29244000000.0,,2850000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13.0,33.35,2078.07,253.6699982,251.9600067,-1.709991455,0,0.448060404918114,3.8943234283787453
46,9/30/2020,10/30/2020,META,21466000000.0,4194000000,4763000000.0,117294000000.0,146000000000.0,28706000000.0,,2850000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,263.1099854,261.3599854,-1.75,0,0.29063587193762297,3.9362876275168186
47,12/31/2020,1/28/2021,META,27940000000.0,5210000000,5207000000.0,127974000000.0,159000000000.0,31026000000.0,,2854000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,265.0,262.0100098,-2.989990234,0,0.10476620849230252,4.020182683153889
48,3/31/2021,4/29/2021,META,26167000000.0,5131000000,5197000000.0,134134000000.0,164000000000.0,29866000000.0,,2847000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0.0,2937.989,329.5100098,322.5799866,-6.930023193,0,0.13222163514154173,4.053600619516835
49,6/30/2021,7/29/2021,META,29073000000.0,5399000000,6096000000.0,138618000000.0,171000000000.0,32382000000.0,,2834000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,358.3200073,351.9500122,-6.369995117,0,0.10779280484277817,4.099974415151598
50,9/30/2021,10/26/2021,META,29006000000.0,5771000000,6316000000.0,133775000000.0,170000000000.0,36225000000.0,,2814000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,315.8099976,316.9200134,1.110015869,1,0.22224678293761813,4.101191478336064
51,12/31/2021,2/3/2022,META,33527000000.0,6348000000,7046000000.0,124892000000.0,166000000000.0,41108000000.0,,2764000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,237.7599945,224.9100037,-12.84999084,0,0.2038516658072344,4.095308882449192
52,3/31/2022,4/28/2022,META,27904000000.0,6005000000,7707000000.0,123010000000.0,164000000000.0,40990000000.0,,2725000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,205.7299957,211.1300049,5.400009155,1,0.38455808683339504,4.097397999733381
53,6/30/2022,7/28/2022,META,28818000000.0,5192000000,8690000000.0,125988000000.0,170000000000.0,44012000000.0,,2704000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,160.7200012,159.9299927,-0.790008545,0,0.42346213177296677,4.14106627894578
54,9/30/2022,10/27/2022,META,27710000000.0,5716000000,9170000000.0,124200000000.0,179000000000.0,54800000000.0,,2682000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,97.94000244,93.16000366,-4.779998779,0,0.6818968350838274,4.200823020948643
55,12/31/2022,2/2/2023,META,31920000000.0,8336000000,9771000000.0,125986000000.0,186000000000.0,60014000000.0,,2639000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,188.7700043,186.0599976,-2.710006714,0,0.631345095962456,4.255346616262444
56,6/30/2019,7/19/2019,NFLX,4923000000.0,3006000000,383233000.0,6105000000.0,30171000000.0,24066000000.0,,437835000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,315.1000061,310.6199951,-4.480010986,0,1.586881955333774,4.232794350040908
57,9/30/2019,10/18/2019,NFLX,5245000000.0,3098000000,379776000.0,6862000000.0,30942000000.0,24080000000.0,,438251000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,275.2999878,278.0499878,2.75,1,1.5241063786266207,4.257077957662077
58,12/31/2019,1/29/2020,NFLX,5467000000.0,3466000000,537227000.0,7582000000.0,33976000000.0,26394000000.0,,438807000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,343.1600037,345.0899963,1.929992676,1,1.5744066916811315,4.349349991112543
59,3/31/2020,4/21/2020,NFLX,5768000000.0,3600000000,453817000.0,8409000000.0,35060000000.0,26651000000.0,,439781000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,433.8299866,426.7000122,-7.129974365,0,1.5305012734410135,4.37853928279982
60,6/30/2020,7/20/2020,NFLX,6148000000.0,3644000000,435045000.0,9334000000.0,37175000000.0,27841000000.0,,441015000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13.0,33.35,2078.07,502.4100037,489.8200073,-12.58999634,0,1.510382928615614,4.434312882913297
61,9/30/2020,10/22/2020,NFLX,6436000000.0,3868000000,453802000.0,10334000000.0,38623000000.0,28289000000.0,,441795000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,485.230011,488.2399902,3.009979248,1,1.4805658073090169,4.4707572593265885
62,12/31/2020,1/28/2021,NFLX,6644000000.0,4165000000,486936000.0,11065000000.0,39280000000.0,28215000000.0,,442895000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,538.5999756,539.039978,0.440002441,1,1.446139559735552,4.485138040855108
63,3/31/2021,4/22/2021,NFLX,7163000000.0,3869000000,525207000.0,12884000000.0,40123000000.0,27239000000.0,,443384000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0.0,2937.989,508.7799988,510.2999878,1.519989014,1,1.3357208823397564,4.505268803222727
64,6/30/2021,7/22/2021,NFLX,7342000000.0,4018000000,537321000.0,13864000000.0,40971000000.0,27107000000.0,,442596000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,511.769989,516.4899902,4.720001221,1,1.3061807120134035,4.527962388274062
65,9/30/2021,10/21/2021,NFLX,7483000000.0,4207000000,563887000.0,15315000000.0,42740000000.0,27425000000.0,,442952000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,653.1599731,671.6599731,18.5,1,1.2988212250814133,4.569429116885461
66,12/31/2021,1/27/2022,NFLX,7709000000.0,5240000000,647470000.0,15850000000.0,44585000000.0,28735000000.0,,443963000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,386.7000122,427.1400146,40.44000244,1,1.31572741455152,4.609411532747151
67,3/31/2022,4/21/2022,NFLX,7868000000.0,4285000000,657530000.0,17544000000.0,45331000000.0,27787000000.0,,444274000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,218.2200012,209.9100037,-8.309997559,0,1.2617643847735953,4.625304914995138
68,6/30/2022,7/21/2022,NFLX,7970000000.0,4691000000,716846000.0,19076000000.0,46351000000.0,27275000000.0,,444706000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,223.8800049,218.5099945,-5.370010376,0,1.2302860389012455,4.64658475626065
69,9/30/2022,10/20/2022,NFLX,7926000000.0,4789000000,662739000.0,20528000000.0,47562000000.0,27034000000.0,,445020000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,268.1600037,282.4500122,14.29000854,1,1.2269468382739357,4.671670177496788
70,12/31/2022,1/26/2023,NFLX,7852000000.0,5404000000,673926000.0,20778000000.0,48595000000.0,27817000000.0,,445347000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,364.8699951,353.1099854,-11.76000977,0,1.2648790680775575,4.692422170112836
71,3/31/2023,4/21/2023,NFLX,8162000000.0,4804000000,687275000.0,21828000000.0,49490000000.0,27662000000.0,,444537000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,327.980011,327.980011,0.0,1,1.2205703933225824,4.71249261713051
72,10/31/2020,12/4/2020,CRM,5412000000.0,1394000000,902000000.0,40310000000.0,59136000000.0,18826000000.0,,911000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,225.8600006,227.6999969,1.839996338,1,1.2466201827308607,4.173052257778769
73,1/31/2021,3/17/2021,CRM,6122000000.0,1479000000,939000000.0,41493000000.0,66301000000.0,24808000000.0,,919000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0.0,2937.989,213.1199951,212.1999969,-0.919998169,0,1.3992773413152366,4.278674136598639
74,4/30/2021,6/2/2021,CRM,6369000000.0,1555000000,951000000.0,42567000000.0,64885000000.0,22318000000.0,,921000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,234.6199951,237.4799957,2.86000061,1,1.2539510564392955,4.254911714958869
75,7/31/2021,8/27/2021,CRM,7085000000.0,1613000000,1020000000.0,55520000000.0,88658000000.0,33138000000.0,,933000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,266.5299988,264.9700012,-1.559997559,0,1.5427007869095555,4.554136349096428
76,10/31/2021,12/2/2021,CRM,7403000000.0,1844000000,1203000000.0,57054000000.0,87436000000.0,30382000000.0,,980000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,261.2000122,258.75,-2.450012207,0,1.4119650043067689,4.491109804448677
77,1/31/2022,3/11/2022,CRM,7272000000.0,2014000000,1291000000.0,58131000000.0,95209000000.0,37078000000.0,,989000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,197.8999939,193.1199951,-4.779998779,0,1.6289924448396405,4.567135422486438
78,4/30/2022,6/1/2022,CRM,7492000000.0,2045000000,1318000000.0,58876000000.0,93022000000.0,34146000000.0,,991000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,176.0700073,184.9100037,8.839996338,1,1.516809664353652,4.541876768959921
79,7/31/2022,8/25/2022,CRM,7839000000.0,2127000000,1329000000.0,60098000000.0,94148000000.0,34050000000.0,,997000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,173.9100037,160.2100067,-13.69999695,0,1.468718757397042,4.547872521182589
80,10/31/2022,12/1/2022,CRM,7786000000.0,2088000000,1280000000.0,59351000000.0,91884000000.0,32533000000.0,,997000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,147.0,133.9299927,-13.07000732,0,1.4299277095986465,4.52353142089227
81,1/31/2023,3/8/2023,CRM,8096000000.0,2100000000,1128000000.0,58359000000.0,98849000000.0,40490000000.0,,1009000000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,182.9499969,173.1799927,-9.770004272,0,1.6096849175258308,4.584633691847499
82,3/31/2018,5/3/2018,AMD,1615000000.0,1050000000,343000000.0,715000000.0,3763000000.0,3048000000.0,715000000.0,969000000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4.0,0.13,2202.037,10.93000031,11.59000015,0.659999847,1,0.6351506813892812,1.3567071787231333
83,6/30/2018,8/2/2018,AMD,1725000000.0,1104000000,357000000.0,879000000.0,4103000000.0,3224000000.0,750000000.0,975000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,18.79000092,19.43000031,0.63999939,1,0.625395774029235,1.4370362213955943
84,12/31/2022,2/27/2023,AMD,5732000000.0,3196000000,1366000000.0,54750000000.0,67580000000.0,12830000000.0,3771000000.0,1612000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,78.76999664,78.29000092,-0.479995728,0,0.8057216685852361,3.735836437128313
85,3/31/2018,4/27/2018,INTC,16678000000.0,6335000000,3311000000.0,70569000000.0,129000000000.0,58431000000.0,7146000000.0,4660000000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4.0,0.13,2202.037,45.66156006,44.70035553,-0.961204529,0,1.2537560851916925,3.3207969560985364
86,6/30/2018,7/27/2018,INTC,16713000000.0,6543000000,3371000000.0,70075000000.0,126000000000.0,55925000000.0,7344000000.0,4611000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,41.52680588,41.53551865,0.008712769,1,1.207824647743129,3.307837153665481
87,12/31/2022,1/27/2023,INTC,14042000000.0,8542000000,4464000000.0,101320000000.0,182000000000.0,80680000000.0,13224000000.0,4137000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,27.82100296,27.61353302,-0.20746994,0,1.7484378744890203,3.784035799586367
88,3/31/2018,4/26/2018,PYPL,7375000000.0,1580000000,258000000.0,14641000000.0,42322000000.0,27681000000.0,6537000000.0,1183000000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4.0,0.13,2202.037,76.02999878,74.61000061,-1.419998169,0,1.3226503549844562,3.5772534604444477
89,6/30/2018,7/26/2018,PYPL,3857000000.0,1696000000,255000000.0,15019000000.0,41677000000.0,26658000000.0,6870000000.0,1184000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,89.13999939,82.38999939,-6.75,0,1.9331996139379548,3.561050881456173
